Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,team,date
Tracy McGrady,37:50:00,9,29,0.31,1,8,0.125,12,14,0.857,2,8,10,5,2,0,0,2,31,3,HOU,20070423
Yao Ming,36:52:00,9,24,0.375,0,0,0,9,9,1,4,5,9,0,0,0,0,5,27,8,HOU,20070423
Chuck Hayes,26:44:00,5,5,1,0,0,0,2,2,1,7,5,12,0,1,0,1,1,12,5,HOU,20070423
Juwan Howard,24:59:00,0,4,0,0,0,0,2,2,1,0,5,5,0,1,0,1,1,2,5,HOU,20070423
Luther Head,16:49,0,3,0,0,3,0,1,2,0.5,0,4,4,4,0,0,2,0,1,3,HOU,20070423
Dikembe Mutombo,6:52,0,0,0,0,0,0,2,2,1,1,1,2,0,0,0,0,0,2,-3,HOU,20070423
Kirk Snyder,3:10,1,2,0.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,-5,HOU,20070423
Dwyane Wade,40:37:00,9,19,0.474,0,0,0,3,6,0.5,0,3,3,7,1,0,7,1,21,-11,MIA,20070424
Shaquille O'Neal,31:07:00,6,14,0.429,0,0,0,5,5,1,5,3,8,1,0,1,7,3,17,-19,MIA,20070424
Jason Williams,30:17:00,1,7,0.143,1,5,0.2,1,2,0.5,0,4,4,4,1,0,1,0,4,-21,MIA,20070424
Udonis Haslem,21:53,3,5,0.6,0,0,0,0,0,0,0,4,4,3,1,0,1,1,6,-13,MIA,20070424
Eddie Jones,16:49,1,3,0.333,0,1,0,0,0,0,1,0,1,3,0,1,0,0,2,-14,MIA,20070424
Jason Kapono,33:07:00,5,8,0.625,1,1,1,0,0,0,0,0,0,0,1,0,0,2,11,-3,MIA,20070424
James Posey,30:25:00,3,7,0.429,2,6,0.333,3,3,1,0,8,8,2,5,1,3,5,11,1,MIA,20070424
Antoine Walker,24:15:00,4,8,0.5,1,3,0.333,2,2,1,0,1,1,1,0,0,0,2,11,-4,MIA,20070424
Alonzo Mourning,11:31,2,2,1,0,0,0,2,2,1,0,1,1,0,0,1,1,0,6,-6,MIA,20070424
Ben Gordon,44:26:00,11,19,0.579,5,8,0.625,0,0,0,2,5,7,5,1,1,6,2,27,19,CHI,20070424
Luol Deng,39:08:00,11,19,0.579,0,0,0,4,4,1,3,2,5,6,2,1,3,2,26,20,CHI,20070424
Ben Wallace,38:20:00,4,6,0.667,0,0,0,1,2,0.5,2,4,6,2,2,3,0,2,9,19,CHI,20070424
P.J. Brown,31:02:00,4,6,0.667,0,0,0,2,2,1,1,3,4,2,4,0,2,1,10,26,CHI,20070424
Kirk Hinrich,27:41:00,6,12,0.5,2,2,1,0,0,0,1,2,3,8,1,0,2,5,14,10,CHI,20070424
Andres Nocioni,18:38,3,7,0.429,3,4,0.75,1,1,1,1,4,5,1,0,0,1,2,10,-7,CHI,20070424
Chris Duhon,18:09,0,2,0,0,2,0,0,0,0,0,4,4,2,0,0,2,2,0,-2,CHI,20070424
Thabo Sefolosha,12:45,4,5,0.8,1,1,1,0,0,0,0,3,3,0,0,0,2,1,9,11,CHI,20070424
Tyrus Thomas,7:15,0,2,0,0,0,0,2,3,0.667,0,1,1,2,1,0,0,1,2,-2,CHI,20070424
Adrian Griffin,1:18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,CHI,20070424
Malik Allen,1:18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2,CHI,20070424
Kobe Bryant,34:09:00,5,13,0.385,1,4,0.25,4,4,1,1,3,4,5,1,0,3,0,15,-23,LAL,20070424
Lamar Odom,32:24:00,4,12,0.333,0,1,0,2,5,0.4,5,5,10,0,1,1,3,3,10,-21,LAL,20070424
Luke Walton,21:47,2,8,0.25,2,4,0.5,3,4,0.75,3,3,6,3,3,0,4,1,9,-17,LAL,20070424
Jordan Farmar,21:27,4,8,0.5,1,3,0.333,1,1,1,0,1,1,3,0,0,1,1,10,-13,LAL,20070424
Kwame Brown,18:00,3,6,0.5,0,0,0,1,2,0.5,0,4,4,0,0,1,1,4,7,-17,LAL,20070424
Maurice Evans,23:11,4,9,0.444,2,5,0.4,0,0,0,1,0,1,0,1,0,0,2,10,-9,LAL,20070424
Sasha Vujacic,20:01,3,6,0.5,1,3,0.333,0,0,0,1,0,1,2,0,0,1,2,7,-6,LAL,20070424
Shammond Williams,19:22,4,6,0.667,1,2,0.5,0,0,0,0,0,0,2,0,1,0,2,9,-12,LAL,20070424
Brian Cook,18:02,2,8,0.25,1,2,0.5,2,2,1,1,2,3,0,0,0,2,2,7,-11,LAL,20070424
Andrew Bynum,17:48,4,7,0.571,0,0,0,1,2,0.5,5,7,12,0,0,0,0,2,9,-4,LAL,20070424
Ronny Turiaf,9:46,1,3,0.333,0,0,0,3,4,0.75,0,0,0,0,0,0,0,1,5,-3,LAL,20070424
Smush Parker,4:03,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,-4,LAL,20070424
Shawn Marion,33:11:00,7,18,0.389,0,2,0,4,4,1,4,6,10,4,1,0,0,3,18,25,PHO,20070424
James Jones,30:56:00,3,8,0.375,2,4,0.5,4,4,1,2,1,3,2,1,2,1,1,12,17,PHO,20070424
Raja Bell,28:37:00,4,7,0.571,3,5,0.6,0,0,0,0,1,1,1,2,0,0,1,11,10,PHO,20070424
Steve Nash,24:49:00,7,11,0.636,2,4,0.5,0,0,0,0,5,5,14,0,0,3,2,16,19,PHO,20070424
Amar'e Stoudemire,24:09:00,9,13,0.692,0,0,0,2,4,0.5,0,9,9,0,1,4,1,4,20,16,PHO,20070424
Boris Diaw,30:28:00,4,6,0.667,0,1,0,0,1,0,3,1,4,2,0,0,2,3,8,26,PHO,20070424
Leandro Barbosa,26:26:00,11,18,0.611,4,8,0.5,0,0,0,0,2,2,3,2,0,1,3,26,19,PHO,20070424
Kurt Thomas,20:54,2,3,0.667,0,0,0,3,4,0.75,3,6,9,1,1,0,0,1,7,11,PHO,20070424
Jalen Rose,8:52,1,4,0.25,0,1,0,0,0,0,0,1,1,2,0,0,0,2,2,-3,PHO,20070424
Marcus Banks,5:44,0,2,0,0,1,0,2,2,1,0,0,0,1,0,0,0,0,2,-2,PHO,20070424
Eric Piatkowski,2:57,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,PHO,20070424
Pat Burke,2:57,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,1,PHO,20070424
Vince Carter,43:09:00,8,24,0.333,1,7,0.143,2,4,0.5,2,9,11,5,3,0,4,4,19,-8,NJN,20070424
Richard Jefferson,41:48:00,4,16,0.25,1,3,0.333,4,4,1,0,7,7,3,0,0,3,2,13,1,NJN,20070424
Jason Kidd,40:18:00,5,14,0.357,4,6,0.667,0,0,0,2,9,11,7,2,0,2,4,14,8,NJN,20070424
Mikki Moore,32:48:00,3,4,0.75,0,0,0,2,3,0.667,3,3,6,1,0,1,1,3,8,7,NJN,20070424
Jason Collins,26:24:00,2,2,1,0,0,0,2,2,1,4,2,6,0,0,0,2,5,6,2,NJN,20070424
Bostjan Nachbar,30:23:00,6,11,0.545,4,7,0.571,1,1,1,0,1,1,1,0,0,3,2,17,-7,NJN,20070424
Josh Boone,11:23,1,1,1,0,0,0,0,0,0,0,2,2,0,0,1,0,2,2,-12,NJN,20070424
Antoine Wright,7:57,1,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,-14,NJN,20070424
Marcus Williams,5:32,1,2,0.5,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,-7,NJN,20070424
Hassan Adams,0:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NJN,20070424
Anthony Parker,44:56:00,8,13,0.615,3,4,0.75,7,9,0.778,0,8,8,1,4,1,1,2,26,13,TOR,20070424
Chris Bosh,44:34:00,10,20,0.5,0,0,0,5,6,0.833,2,11,13,0,0,2,2,3,25,6,TOR,20070424
T.J. Ford,30:15:00,4,12,0.333,1,3,0.333,4,4,1,1,0,1,6,1,0,1,2,13,6,TOR,20070424
Rasho Nesterovic,23:19,2,5,0.4,0,0,0,2,2,1,4,4,8,0,0,0,0,1,6,7,TOR,20070424
Joey Graham,11:36,0,3,0,0,0,0,0,0,0,0,1,1,0,2,0,1,1,0,-10,TOR,20070424
Morris Peterson,34:07:00,2,5,0.4,2,3,0.667,0,0,0,0,3,3,2,0,0,3,3,6,10,TOR,20070424
Andrea Bargnani,18:25,0,4,0,0,2,0,3,4,0.75,1,2,3,0,0,0,0,0,3,-3,TOR,20070424
Jose Calderon,17:53,4,11,0.364,0,3,0,0,0,0,0,1,1,3,0,0,0,2,8,2,TOR,20070424
Kris Humphries,11:05,0,2,0,0,0,0,0,0,0,3,2,5,0,0,0,1,1,0,-3,TOR,20070424
Juan Dixon,3:51,1,1,1,0,0,0,0,0,0,0,1,1,0,2,0,1,2,2,2,TOR,20070424
Antonio Daniels,44:04:00,4,10,0.4,0,1,0,3,4,0.75,0,1,1,11,2,0,2,1,11,0,WAS,20070425
Antawn Jamison,39:08:00,12,24,0.5,3,8,0.375,4,6,0.667,2,8,10,1,0,3,0,4,31,-4,WAS,20070425
Jarvis Hayes,33:03:00,2,13,0.154,1,4,0.25,0,0,0,2,2,4,1,2,1,0,2,5,-10,WAS,20070425
DeShawn Stevenson,30:41:00,3,12,0.25,0,4,0,2,4,0.5,2,0,2,2,1,0,0,2,8,-21,WAS,20070425
Etan Thomas,15:59,3,5,0.6,0,0,0,3,4,0.75,1,4,5,1,0,1,1,1,9,-14,WAS,20070425
Darius Songaila,29:41:00,6,13,0.462,0,1,0,1,1,1,2,6,8,2,0,0,1,5,13,4,WAS,20070425
Roger Mason,21:13,2,6,0.333,2,4,0.5,4,5,0.8,0,1,1,1,0,0,0,4,10,10,WAS,20070425
Brendan Haywood,18:47,5,6,0.833,0,0,0,3,4,0.75,3,1,4,1,1,0,1,4,13,0,WAS,20070425
Michael Ruffin,7:26,1,1,1,0,0,0,0,0,0,1,2,3,0,1,0,0,0,2,0,WAS,20070425
LeBron James,45:00:00,8,22,0.364,0,3,0,11,13,0.846,4,4,8,7,1,2,2,2,27,12,CLE,20070425
Larry Hughes,44:12:00,5,11,0.455,2,4,0.5,7,8,0.875,1,7,8,5,0,0,4,1,19,13,CLE,20070425
Zydrunas Ilgauskas,37:02:00,7,14,0.5,0,0,0,2,3,0.667,3,6,9,1,0,3,4,5,16,15,CLE,20070425
Drew Gooden,32:01:00,10,13,0.769,0,0,0,4,5,0.8,4,10,14,2,0,0,1,4,24,10,CLE,20070425
Sasha Pavlovic,28:28:00,4,12,0.333,0,3,0,1,2,0.5,1,3,4,1,0,0,1,3,9,19,CLE,20070425
Anderson Varejao,20:47,3,6,0.5,0,0,0,0,0,0,2,5,7,1,0,0,1,3,6,-5,CLE,20070425
Eric Snow,20:39,2,4,0.5,0,1,0,1,2,0.5,1,5,6,3,1,0,1,2,5,-15,CLE,20070425
Daniel Gibson,7:13,1,2,0.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,-7,CLE,20070425
Donyell Marshall,3:21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,CLE,20070425
Ira Newble,1:19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,CLE,20070425
Jason Richardson,37:51:00,7,15,0.467,0,4,0,0,0,0,2,8,10,3,2,2,3,2,14,-15,GSW,20070425
Stephen Jackson,37:36:00,9,16,0.563,3,7,0.429,9,11,0.818,1,2,3,1,1,0,8,4,30,-11,GSW,20070425
Monta Ellis,32:42:00,8,15,0.533,0,2,0,4,4,1,2,1,3,0,1,0,3,4,20,-22,GSW,20070425
Baron Davis,32:13:00,5,12,0.417,1,4,0.25,2,2,1,0,1,1,2,2,0,6,5,13,-6,GSW,20070425
Al Harrington,27:54:00,1,8,0.125,0,1,0,3,4,0.75,1,7,8,1,0,1,1,2,5,-5,GSW,20070425
Matt Barnes,21:20,2,5,0.4,0,1,0,0,0,0,1,0,1,0,0,1,1,6,4,-13,GSW,20070425
Andris Biedrins,20:18,2,2,1,0,0,0,0,0,0,0,2,2,0,0,1,2,1,4,2,GSW,20070425
Mickael Pietrus,17:26,1,1,1,0,0,0,2,2,1,0,1,1,0,0,0,0,5,4,-14,GSW,20070425
Kelenna Azubuike,7:04,0,1,0,0,1,0,2,2,1,1,3,4,0,1,0,0,0,2,9,GSW,20070425
Adonal Foyle,2:48,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,5,GSW,20070425
Sarunas Jasikevicius,2:48,0,0,0,0,0,0,1,2,0.5,0,0,0,2,0,0,0,0,1,5,GSW,20070425
Jason Terry,41:24:00,12,23,0.522,1,7,0.143,3,3,1,0,1,1,2,3,1,3,0,28,14,DAL,20070425
Josh Howard,40:40:00,8,13,0.615,0,3,0,6,7,0.857,3,8,11,3,5,2,3,4,22,14,DAL,20070425
Dirk Nowitzki,35:42:00,7,15,0.467,0,2,0,9,11,0.818,2,5,7,0,1,2,0,2,23,13,DAL,20070425
Devin Harris,18:39,5,7,0.714,0,0,0,5,5,1,0,1,1,4,1,1,3,5,15,1,DAL,20070425
Erick Dampier,14:27,1,1,1,0,0,0,0,0,0,0,2,2,1,0,0,1,5,2,-13,DAL,20070425
Jerry Stackhouse,29:53:00,3,9,0.333,0,2,0,11,13,0.846,2,6,8,4,1,0,2,1,17,19,DAL,20070425
DeSagana Diop,26:44:00,1,2,0.5,0,0,0,0,0,0,2,4,6,1,2,1,0,3,2,26,DAL,20070425
Devean George,19:55,0,5,0,0,2,0,3,4,0.75,3,1,4,0,0,1,2,0,3,0,DAL,20070425
Greg Buckner,9:36,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,3,0,-3,DAL,20070425
Maurice Ager,1:30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,DAL,20070425
J.J. Barea,1:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,DAL,20070425
Allen Iverson,44:30:00,9,25,0.36,2,3,0.667,0,0,0,0,0,0,5,3,0,4,4,20,-4,DEN,20070425
Carmelo Anthony,44:05:00,8,21,0.381,2,4,0.5,8,9,0.889,6,4,10,1,1,0,4,2,26,-9,DEN,20070425
Marcus Camby,38:40:00,4,11,0.364,0,0,0,2,4,0.5,1,17,18,0,2,3,1,4,10,-6,DEN,20070425
Nene Hilario,36:22:00,8,15,0.533,0,0,0,1,2,0.5,4,3,7,2,0,1,1,4,17,-12,DEN,20070425
Steve Blake,34:38:00,3,5,0.6,2,3,0.667,0,0,0,1,3,4,7,1,0,2,2,8,-10,DEN,20070425
Linas Kleiza,16:12,2,4,0.5,1,3,0.333,0,0,0,0,0,0,1,0,0,0,1,5,3,DEN,20070425
Eduardo Najera,13:45,0,3,0,0,0,0,0,0,0,2,0,2,1,0,0,0,1,0,1,DEN,20070425
J.R. Smith,11:49,0,4,0,0,3,0,2,2,1,0,3,3,0,0,0,0,1,2,-8,DEN,20070425
Tony Parker,37:46:00,6,15,0.4,0,0,0,8,8,1,0,2,2,6,1,0,6,3,20,9,SAS,20070425
Bruce Bowen,33:59:00,3,6,0.5,3,4,0.75,0,0,0,0,4,4,2,3,0,0,3,9,6,SAS,20070425
Tim Duncan,32:55:00,9,17,0.529,0,0,0,4,6,0.667,0,7,7,5,0,5,0,3,22,14,SAS,20070425
Michael Finley,30:53:00,5,11,0.455,1,5,0.2,3,3,1,3,4,7,0,1,0,0,3,14,9,SAS,20070425
Francisco Elson,10:11,0,3,0,0,0,0,2,2,1,2,3,5,0,0,0,3,0,2,1,SAS,20070425
Fabricio Oberto,32:11:00,4,10,0.4,0,0,0,0,0,0,2,8,10,2,0,0,0,1,8,8,SAS,20070425
Manu Ginobili,29:02:00,6,12,0.5,1,3,0.333,4,4,1,1,3,4,4,0,0,2,1,17,2,SAS,20070425
Robert Horry,15:44,1,2,0.5,0,1,0,0,0,0,2,1,3,0,0,1,0,0,2,-8,SAS,20070425
Jacque Vaughn,12:10,0,3,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,-2,SAS,20070425
Brent Barry,5:09,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,3,6,SAS,20070425
Shawn Marion,44:23:00,4,12,0.333,1,3,0.333,1,3,0.333,0,4,4,1,1,2,1,2,10,-7,PHO,20070426
Raja Bell,37:46:00,3,7,0.429,2,4,0.5,1,2,0.5,1,2,3,5,1,0,1,5,9,9,PHO,20070426
Steve Nash,37:05:00,4,9,0.444,1,2,0.5,1,1,1,0,4,4,13,0,0,5,2,10,-1,PHO,20070426
Amar'e Stoudemire,31:22:00,11,17,0.647,0,2,0,2,2,1,2,8,10,3,0,2,3,4,24,-12,PHO,20070426
James Jones,16:11,1,2,0.5,0,0,0,0,0,0,1,1,2,1,0,0,0,0,2,2,PHO,20070426
Leandro Barbosa,36:07:00,7,18,0.389,5,11,0.455,1,2,0.5,1,4,5,2,0,0,2,1,20,-14,PHO,20070426
Boris Diaw,23:41,3,4,0.75,0,0,0,2,2,1,1,2,3,5,0,0,2,1,8,-9,PHO,20070426
Kurt Thomas,13:25,3,6,0.5,0,0,0,0,0,0,0,4,4,0,0,0,1,3,6,2,PHO,20070426
Lamar Odom,46:04:00,8,17,0.471,1,3,0.333,1,2,0.5,6,10,16,2,0,2,1,2,18,2,LAL,20070426
Kobe Bryant,44:49:00,15,26,0.577,2,3,0.667,13,13,1,0,6,6,6,1,1,5,3,45,1,LAL,20070426
Kwame Brown,35:45:00,8,14,0.571,0,0,0,3,5,0.6,4,2,6,0,0,2,3,1,19,9,LAL,20070426
Jordan Farmar,22:54,0,2,0,0,1,0,2,2,1,1,2,3,0,1,1,1,0,2,-10,LAL,20070426
Luke Walton,22:31,2,6,0.333,1,2,0.5,0,0,0,1,2,3,2,1,0,1,2,5,0,LAL,20070426
Shammond Williams,24:06:00,0,5,0,0,2,0,0,0,0,1,1,2,3,0,0,1,2,0,12,LAL,20070426
Smush Parker,17:16,0,4,0,0,2,0,0,0,0,2,0,2,1,1,1,0,2,0,5,LAL,20070426
Brian Cook,11:58,1,3,0.333,1,2,0.5,0,0,0,0,1,1,0,0,0,0,3,3,8,LAL,20070426
Andrew Bynum,8:39,0,2,0,0,0,0,3,6,0.5,2,1,3,0,0,0,0,0,3,1,LAL,20070426
Maurice Evans,5:59,0,2,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,2,LAL,20070426
Tayshaun Prince,43:22:00,8,16,0.5,3,5,0.6,4,4,1,1,6,7,5,3,0,2,0,23,13,DET,20070426
Richard Hamilton,38:52:00,2,11,0.182,0,0,0,6,7,0.857,3,2,5,2,1,0,2,4,10,19,DET,20070426
Chauncey Billups,37:30:00,8,13,0.615,2,3,0.667,3,6,0.5,0,6,6,3,2,0,3,1,21,16,DET,20070426
Rasheed Wallace,29:57:00,6,13,0.462,3,3,1,0,0,0,2,4,6,0,0,1,0,4,15,0,DET,20070426
Chris Webber,27:41:00,7,13,0.538,0,0,0,1,2,0.5,2,5,7,0,1,2,0,3,15,2,DET,20070426
Antonio McDyess,21:13,2,5,0.4,0,0,0,0,0,0,3,8,11,2,0,2,0,3,4,16,DET,20070426
Dale Davis,15:20,1,3,0.333,0,0,0,1,2,0.5,1,0,1,1,0,1,0,1,3,11,DET,20070426
Ronald Murray,12:58,0,2,0,0,0,0,2,2,1,0,1,1,2,0,0,1,3,2,0,DET,20070426
Carlos Delfino,11:18,0,2,0,0,2,0,0,0,0,0,3,3,0,1,0,0,0,0,0,DET,20070426
Jason Maxiell,1:49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,DET,20070426
Dwight Howard,44:21:00,5,10,0.5,0,0,0,1,2,0.5,2,10,12,1,0,1,3,3,11,-18,ORL,20070426
Jameer Nelson,39:09:00,10,19,0.526,3,5,0.6,4,4,1,1,2,3,4,0,0,3,5,27,-9,ORL,20070426
Hedo Turkoglu,38:28:00,4,10,0.4,0,2,0,2,3,0.667,1,6,7,4,2,1,3,1,10,-18,ORL,20070426
Grant Hill,34:44:00,2,12,0.167,0,0,0,4,6,0.667,0,6,6,3,0,0,2,1,8,-12,ORL,20070426
Tony Battie,22:10,1,4,0.25,0,0,0,0,0,0,1,5,6,1,0,0,0,3,2,7,ORL,20070426
Darko Milicic,24:22:00,5,7,0.714,0,0,0,1,5,0.2,2,0,2,1,1,1,0,2,11,-18,ORL,20070426
Keyon Dooling,15:29,2,5,0.4,0,0,0,0,1,0,0,1,1,0,0,0,0,4,4,-8,ORL,20070426
Trevor Ariza,14:39,2,4,0.5,0,0,0,0,0,0,1,1,2,1,0,0,2,3,4,-1,ORL,20070426
Carlos Arroyo,6:38,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-3,ORL,20070426
Rafer Alston,45:03:00,2,5,0.4,2,4,0.5,0,0,0,1,6,7,5,1,1,5,2,6,-5,HOU,20070426
Shane Battier,40:44:00,4,10,0.4,3,7,0.429,0,0,0,0,5,5,1,1,2,0,2,11,-8,HOU,20070426
Tracy McGrady,39:07:00,9,23,0.391,1,5,0.2,5,8,0.625,1,3,4,3,1,1,4,2,24,-5,HOU,20070426
Yao Ming,39:03:00,6,14,0.429,0,0,0,14,16,0.875,3,11,14,1,0,1,8,3,26,-8,HOU,20070426
Chuck Hayes,28:38:00,0,2,0,0,0,0,0,2,0,3,4,7,1,1,0,2,4,0,3,HOU,20070426
Luther Head,24:12:00,0,5,0,0,3,0,0,0,0,0,3,3,0,1,1,0,3,0,-17,HOU,20070426
Juwan Howard,14:18,0,5,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,-15,HOU,20070426
Dikembe Mutombo,5:58,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,0,-6,HOU,20070426
Kirk Snyder,2:57,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-9,HOU,20070426
Deron Williams,38:54:00,5,18,0.278,0,5,0,1,1,1,2,5,7,8,2,0,5,2,11,6,UTA,20070426
Mehmet Okur,35:54:00,2,12,0.167,0,6,0,3,3,1,1,2,3,1,4,4,1,3,7,-1,UTA,20070426
Carlos Boozer,34:55:00,10,18,0.556,0,0,0,2,3,0.667,5,7,12,4,0,0,1,2,22,1,UTA,20070426
Andrei Kirilenko,26:39:00,1,2,0.5,0,0,0,0,2,0,1,2,3,1,1,0,1,4,2,0,UTA,20070426
Derek Fisher,25:26:00,3,9,0.333,0,2,0,0,0,0,0,1,1,1,3,0,0,1,6,10,UTA,20070426
Matt Harpring,29:49:00,4,12,0.333,0,0,0,5,5,1,3,4,7,1,0,0,0,1,13,10,UTA,20070426
Gordan Giricek,22:19,4,9,0.444,2,2,1,0,0,0,0,3,3,1,0,0,2,3,10,14,UTA,20070426
Paul Millsap,13:59,4,4,1,0,0,0,1,2,0.5,1,3,4,0,0,0,1,0,9,15,UTA,20070426
Jarron Collins,12:06,0,1,0,0,0,0,1,2,0.5,2,2,4,2,2,0,0,3,1,15,UTA,20070426
Dirk Nowitzki,38:15:00,7,16,0.438,0,1,0,6,8,0.75,6,6,12,2,3,1,4,5,20,-13,DAL,20070427
Josh Howard,37:19:00,8,17,0.471,0,1,0,4,7,0.571,1,8,9,1,1,0,1,2,20,-14,DAL,20070427
Jason Terry,33:33:00,4,11,0.364,2,6,0.333,4,4,1,0,0,0,5,1,1,3,1,14,-15,DAL,20070427
Devin Harris,22:47,4,11,0.364,0,0,0,0,0,0,1,1,2,5,1,0,1,4,8,-22,DAL,20070427
Erick Dampier,12:32,1,2,0.5,0,0,0,1,2,0.5,5,3,8,0,0,0,2,3,3,-6,DAL,20070427
Jerry Stackhouse,24:23:00,3,9,0.333,2,4,0.5,2,2,1,1,2,3,2,1,0,1,0,10,-16,DAL,20070427
Devean George,18:01,1,4,0.25,0,0,0,3,4,0.75,1,2,3,1,2,0,2,2,5,-3,DAL,20070427
DeSagana Diop,16:44,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,0,-13,DAL,20070427
Greg Buckner,11:56,0,2,0,0,2,0,0,0,0,0,1,1,0,0,0,0,3,0,5,DAL,20070427
Austin Croshere,11:30,1,3,0.333,0,0,0,4,4,1,1,1,2,0,0,0,1,1,6,-1,DAL,20070427
Maurice Ager,10:58,2,4,0.5,0,1,0,1,4,0.25,1,2,3,0,0,0,0,1,5,4,DAL,20070427
J.J. Barea,2:02,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,DAL,20070427
Baron Davis,42:21:00,9,18,0.5,1,3,0.333,5,5,1,0,0,0,5,2,1,0,5,24,26,GSW,20070427
Jason Richardson,38:53:00,12,19,0.632,4,10,0.4,2,3,0.667,3,5,8,2,0,1,2,3,30,26,GSW,20070427
Stephen Jackson,38:35:00,4,12,0.333,0,3,0,8,10,0.8,0,8,8,6,2,1,4,3,16,11,GSW,20070427
Monta Ellis,34:55:00,6,11,0.545,0,1,0,2,3,0.667,0,3,3,2,3,1,5,4,14,12,GSW,20070427
Andris Biedrins,22:48,4,5,0.8,0,0,0,2,2,1,3,7,10,0,0,1,0,2,10,17,GSW,20070427
Matt Barnes,22:54,3,7,0.429,1,3,0.333,0,0,0,2,2,4,1,1,0,0,6,7,3,GSW,20070427
Mickael Pietrus,20:16,0,5,0,0,2,0,1,2,0.5,2,3,5,0,0,1,3,4,1,7,GSW,20070427
Al Harrington,14:10,1,3,0.333,0,1,0,5,9,0.556,2,6,8,0,0,1,0,3,7,-6,GSW,20070427
Kelenna Azubuike,2:06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,GSW,20070427
Sarunas Jasikevicius,1:33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2,GSW,20070427
Josh Powell,1:29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GSW,20070427
Kirk Hinrich,41:39:00,7,14,0.5,1,4,0.25,7,7,1,0,1,1,6,1,0,2,4,22,15,CHI,20070427
Ben Wallace,40:55:00,4,6,0.667,0,0,0,3,6,0.5,0,8,8,2,3,1,0,3,11,5,CHI,20070427
Ben Gordon,37:42:00,7,16,0.438,2,5,0.4,11,14,0.786,1,4,5,2,0,0,6,4,27,3,CHI,20070427
Luol Deng,36:35:00,9,17,0.529,0,0,0,6,8,0.75,2,9,11,3,0,1,5,5,24,7,CHI,20070427
P.J. Brown,16:56,2,4,0.5,0,0,0,2,2,1,0,4,4,1,0,0,1,4,6,3,CHI,20070427
Chris Duhon,30:59:00,2,4,0.5,0,2,0,0,0,0,1,5,6,4,1,0,0,1,4,20,CHI,20070427
Andres Nocioni,27:37:00,4,9,0.444,2,4,0.5,0,0,0,1,7,8,2,0,2,2,5,10,6,CHI,20070427
Thabo Sefolosha,4:09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,-11,CHI,20070427
Tyrus Thomas,3:28,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,-8,CHI,20070427
Dwyane Wade,42:58:00,12,27,0.444,0,2,0,4,10,0.4,5,4,9,5,3,0,4,2,28,-12,MIA,20070427
Shaquille O'Neal,32:15:00,10,17,0.588,0,0,0,3,12,0.25,6,7,13,1,1,2,2,3,23,-10,MIA,20070427
Jason Williams,27:18:00,1,7,0.143,1,4,0.25,2,2,1,0,1,1,3,1,0,0,1,5,-5,MIA,20070427
Udonis Haslem,24:22:00,1,5,0.2,0,0,0,3,4,0.75,0,1,1,0,0,0,0,5,5,-12,MIA,20070427
Jason Kapono,15:25,1,2,0.5,0,1,0,0,0,0,0,0,0,1,0,0,0,2,2,-11,MIA,20070427
